CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,id_estab
17-10-2965-46,17-018,PETEN,SAYAXCHE,INSTITUTO PRIVADO MIXTO PROF. JOSE OTILIO FLORES CARBAJAL,BARRIO EL CENTRO SAYAXCHE,3117-9873,HUGO RENÉ MACZ POP,ANY YAMILETH FLORES LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,188276825be7
17-10-3492-46,17-018,PETEN,SAYAXCHE,"ESCUELA NORMAL BILINGÜE INTERCULTURAL/ TZOLEB´ AAL TIJONEL Q´EQCHI´ ""DR. DEMETRIO COJTÍ CUXIL""",BARRIO LA DEMOCRACIA,5967-2196,HUGO RENÉ MACZ POP,ELMER RODERICO PONCE DIAZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),PETÉN,1a7550e43191
17-10-3696-46,17-018,PETEN,SAYAXCHE,INSTITUTO PRIVADO MIXTO PROF. JOSE OTILIO FLORES CARBAJAL,BARRIO EL CENTRO,3117-9873,HUGO RENÉ MACZ POP,ANY YAMILETH FLORES LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,496f73bdb50b
17-11-0039-46,17-021,PETEN,MELCHOR DE MENCOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA ELENA,4027-5580,PABLO LORENZO ZETINO,NILDA LISBETT MANZANERO COCON,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,35f1350e1ab0
17-11-0040-46,17-021,PETEN,MELCHOR DE MENCOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL CRUZADERO,3249-1214,PABLO LORENZO ZETINO,EDGAR OMAR GONZÁLES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,06bce5d007c9
17-11-0056-46,17-021,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA"" -CECT-",BARRIO EL CENTRO,3023-3323,PABLO LORENZO ZETINO,MAYRA LORENA CHAN HÉRCULES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,ade04a8e9e8d
17-11-0066-46,17-021,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGÍA"" -CECT-",BARRIO EL CENTRO,4091-0489,PABLO LORENZO ZETINO,WILLIAMS ADELSO HERNANDEZ LOBOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),PETÉN,ade04a8e9e8d
17-11-0070-46,17-021,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA"" -CECT-",BARRIO EL CENTRO,4091-0489,PABLO LORENZO ZETINO,WILLIAMS ADELSO HERNANDEZ LOBOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN,ade04a8e9e8d
17-11-0082-46,17-021,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA"" -CECT-",BARRIO EL CENTRO,3023-3323,PABLO LORENZO ZETINO,MAYRA LORENA CHAN HÉRCULES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN,ade04a8e9e8d
17-11-0084-46,17-021,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA"" -CECT-",BARRIO EL CENTRO,4091-0489,PABLO LORENZO ZETINO,WILLIAMS ADELSO HERNANDEZ LOBOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,ade04a8e9e8d
17-11-0087-46,17-021,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO BILINGÜE ""VALPARAISO DE JESUS""",BARRIO FALLABÓN,3024-6158,PABLO LORENZO ZETINO,ROSIMBEL LOYO SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,4c9890b2503f
17-11-0089-46,17-021,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA""-CECT-",BARRIO EL CENTRO,4091-0489,PABLO LORENZO ZETINO,WILLIAMS ADELSO HERNANDEZ LOBOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,ade04a8e9e8d
17-11-2838-46,17-021,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO DE CAPACITACION PROFESIONAL CECAP,BARRIO EL CENTRO,5815-0129,PABLO LORENZO ZETINO,EDGAR RUDEL MAURICIO BOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),PETÉN,44683e7e0970
17-11-3898-46,17-021,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO BILINGÜE ""VALPARAISO DE JESUS""",BARRIO FALLABON,3024-6158,PABLO LORENZO ZETINO,KENYA ARLIN PÉREZ VENTURA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,4c9890b2503f
17-11-4154-46,17-021,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO BILINGÜE ""VALPARAISO DE JESUS""",BARRIO FALLABÓN,3024-6158,PABLO LORENZO ZETINO,ROSIMBEL LOYO SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,4c9890b2503f
17-12-0002-46,17-023,PETEN,POPTUN,"COLEGIO MIXTO PRIVADO ""SAN PEDRO MARTIR DE VERONA""","3RA CALLE ""A"" 7-13 ZONA 1",4151-1141,EDY GENIS MORATAYA,RAMÓN FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,0a70e7a1e9a1
17-12-0083-46,17-022,PETEN,POPTUN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"BARRIO SANTA BARBARA, ALDEA MACHAQUILA",5057-6860,JUAN FRANCISCO OLIVA ESTRADA,YUMILITH MELISSA PALMA TOBAR,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,b475e95f8a45
17-12-0084-46,17-023,PETEN,POPTUN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO IXOBEL,5575-6489,EDY GENIS MORATAYA,JACKELINE CRISTINA AQUINO GIRÓN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,35de01a7875f
17-12-0113-46,17-022,PETEN,POPTUN,INSTITUTO DE CIENCIAS AGROFORESTALES Y VIDA SILVESTRE (ICAVIS),"UBICADO EN EL MUNICIPIO DE POPTUN, PETEN",4111-7575,JUAN FRANCISCO OLIVA ESTRADA,EDGAR ESTUARDO TEC SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,a93ea2ab0d0f
17-12-0114-46,17-023,PETEN,POPTUN,"CENTRO EDUCATIVO INTEGRAL CRISTIANO ""CEIC""",2A. AVENIDA 3-84 ZONA 3,7927-6209,EDY GENIS MORATAYA,FELMAN ARINEL MARTÍNEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,75e1cbf32d58
17-12-0119-46,17-023,PETEN,POPTUN,INSTITUTO DE CAPACITACION ADVENTISTA DEL PETEN,ALDEA LAS LAJAS,4069-0158,EDY GENIS MORATAYA,SHIRLEY DANELLY LOPEZ HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN,a7c471450657
17-12-0127-46,17-023,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""","BULEVAR 25 DE JUNIO Y 9 AVENIDA ZONA 1, BARRIO SAN FRANCISCO",7927-8625,EDY GENIS MORATAYA,FERMINA CÓRDOVA PELÁES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,fdf8c43448ba
17-12-0129-46,17-023,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""","BULEVAR 25 DE JUNIO Y 9 AVENIDA ZONA 1, BARRIO SAN FRANCISCO.",7927-8625,EDY GENIS MORATAYA,ODWED ANTONIO ALVAREZ ARENAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN,fdf8c43448ba
17-12-0133-46,17-023,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""","BULEVAR 25 DE JUNIO Y 9A. AVENIDA ZONA 1, BARRIO SAN FRANCISCO.",7927-8625,EDY GENIS MORATAYA,GLADYS AZUCENA GÓMEZ SALAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,c39f572fd0e5
17-12-0145-46,17-023,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",BOULEVARD 25 DE JUNIO 9AV ZONA 1 BARRIO SAN FRANCISCO,7927-8625,EDY GENIS MORATAYA,FERMINA CÓRDOVA PELÁES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN,028b9cbc63ea
17-12-0149-46,17-022,PETEN,POPTUN,"CENTRO DE ESTUDIOS PREUNIVERSITARIOS ""MONTE SION""",10M.AV.ZONA 3 BARRIO SANTA MARIA,4913-9861,JUAN FRANCISCO OLIVA ESTRADA,HENRY FRANCISCO RUIZ BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,10d4071ea824
17-12-0152-46,17-022,PETEN,POPTUN,CENTRO DE ESTUDIOS PREUNIVERSITARIOS MONTE SION,BARRIO SANTA MARIA,4222-1946,JUAN FRANCISCO OLIVA ESTRADA,HENRY FRANCISCO RUIZ BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN,e403339e919f
17-12-0156-46,17-022,PETEN,POPTUN,COLEGIO MIXTO PRIVADO SAN PEDRO MARTIR DE VERONA,3RA.CALLE A 7-13-NONA 1,7927-7745,JUAN FRANCISCO OLIVA ESTRADA,FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN,2e72d6e76fec
17-12-0173-46,17-023,PETEN,POPTUN,"COLEGIO MIXTO PRIVADO ""SAN PEDRO MARTIR DE VERONA""",3RA.CALLE A.7-13 ZONA 1,4151-1141,EDY GENIS MORATAYA,RAMÓN FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN,0a70e7a1e9a1
17-12-0174-46,17-023,PETEN,POPTUN,"COLEGIO MIXTO PRIVADO ""SAN PEDRO MARTIR DE VERONA""",3RACALLE A.7-13-ZONA 1,4219-0516,EDY GENIS MORATAYA,RAMÓN FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,8c488ab0f463
17-12-0176-46,17-023,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACION UNIVERSITARIA EL ""SHADDAI""",BOULEVARD 25 DE JUNIO Y 9A.AV. ZONA I BARRIO SAN FRANCISCO,7927-8626,EDY GENIS MORATAYA,GLADYS AZUCENA GÓMEZ SALAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,b39143613873
17-12-0178-46,17-023,PETEN,POPTUN,"""LICEO CIENCIA Y DESARROLLO"" CON ORIENTACIÓN TÉCNICA Y CIENTÍFICA",POPTUN,3596-2859,EDY GENIS MORATAYA,CARLOS HUMBERTO MARROQUIN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,8df65ab6642e
17-12-0397-46,17-023,PETEN,POPTUN,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,AVENIDA 15 DE SEPTIEMBRE 0-41 ZONA 2,7927-8072,EDY GENIS MORATAYA,JOSEFINA FRANCO SALAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,ad6630612b22
17-12-0398-46,17-023,PETEN,POPTUN,INSTITUTO DE CAPACITACION ADVENTISTA DEL PETEN,POPTUN,4069-0158,EDY GENIS MORATAYA,SHIRLEY DANELLY LOPEZ HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN,c875c24f5910
17-12-1046-46,17-023,PETEN,POPTUN,"COLEGIO MIXTO PRIVADO ""SAN PEDRO MARTIR DE VERONA""",3A. CALLE A 7-13 ZONA 1,4151-1141,EDY GENIS MORATAYA,RAMÓN FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,f2bf77a00eb6
17-12-2962-46,17-023,PETEN,POPTUN,"""LICEO CIENCIA Y DESARROLLO""CON ORIENTACIÓN TÉCNICA Y CIENTÍFICA",POPTUN,3596-2859,EDY GENIS MORATAYA,CARLOS HUMBERTO MARROQUIN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,8df65ab6642e
17-12-3712-46,17-022,PETEN,POPTUN,INSTITUTO DIVERSIFICADO POR COOPERATIVA,ALDEA MACHAQUILA,7867-4770,JUAN FRANCISCO OLIVA ESTRADA,VALENTÍN CHUB CUCUL,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,fef9d18b70ef
17-12-4099-46,17-023,PETEN,POPTUN,"CENTRO EDUCATIVO ""EL BOSQUE""",7A. AVENIDA BARRIO EL BOSQUE ZONA 2,7927-6100,EDY GENIS MORATAYA,RUDY FERNANDO BOLAÑOS ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,4e350425f464
17-13-0099-46,17-026,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO ""JESÚS EL DIVINO MAESTRO"" -JEDIMA-",ALDEA BETHANIA,4528-7229,CARMEN NÉDITA NATARENO PADILLA,GREYSI GUADALUPE PAZ LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,ceffcfbba463
17-13-0100-46,17-026,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO "" JESÚS EL DIVINO MAESTRO"" -JEDIMA-","ALDEA BETHANIA LAS CRUCES, PETEN",4528-7229,CARMEN NÉDITA NATARENO PADILLA,GREYSI GUADALUPE PAZ LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,55e7f0f85bbc
17-13-0103-46,17-025,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO ""JEDIMA""","ALDEA PALESTINA, LAS CRUCES, PETEN",4804-5807,FIDEL OMAR HERNÁNDEZ RAMÍREZ,ELIDA ELIZABETH PEREZ AZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,44f24f353bc0
17-13-0105-46,17-025,PETEN,LAS CRUCES,COLEGIO ADVENTISTA GETSEMANI,ZONA 1,3037-6084,FIDEL OMAR HERNÁNDEZ RAMÍREZ,DÁLIDA ANAYANZA HERNÁNDEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,777e5d9c521c
17-13-0107-46,17-025,PETEN,LAS CRUCES,INSTITUTO MUNICIPAL DE EDUCACION MEDIA,ZONA 1,5016-0941,FIDEL OMAR HERNÁNDEZ RAMÍREZ,WILSON ESTUARDO PINEDA GONZALEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,4e9a564537e9
17-13-0112-46,17-025,PETEN,LAS CRUCES,INSTITUTO MUNICIPAL DE EDUCACION MEDIA,ALDEA PALESTINA,5808-2806,FIDEL OMAR HERNÁNDEZ RAMÍREZ,NIRMA YINETH ESTRADA DONIS,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,5e7e15475bfe
17-13-0117-46,17-025,PETEN,LAS CRUCES,"COLEGIO DE CIENCIAS COMERCIALES ""LAS CRUCES""",2 AVE. 2 CALLE ZONA 1,5332-3553,FIDEL OMAR HERNÁNDEZ RAMÍREZ,PEDRO OCIEL JAIME RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,69f41576814f
17-13-0119-46,17-045,PETEN,LAS CRUCES,"COLEGIO DE CIENCIAS COMERCIALES ""LAS CRUCES""",2 AVE. 2 CALLE ZONA 1,5332-3553,FIDEL OMAR HERNANDEZ RAMIREZ,PEDRO OCIEL JAIME RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,69f41576814f
17-13-0125-46,17-026,PETEN,LAS CRUCES,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,COOPERATIVA UNION MAYA ITZA,3161-8299,CARMEN NÉDITA NATARENO PADILLA,JESÚS POOB BELIX,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN,8ce448c7bafb
17-13-0126-46,17-026,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO,ALDEA BETHANIA,4528-7229,CARMEN NÉDITA NATARENO PADILLA,GREYSI GUADALUPE PAZ LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,3fb8bb611104
17-13-0131-46,17-043,PETEN,LAS CRUCES,IMEBI,CASERIO VISTA HERMOS,7926-2582,DOMINGA GARCIA RAYMUNDO,LADISLAO SALVADOR HERNÁNDEZ LUCAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,5fd3cf310eb1
17-13-0135-46,17-026,PETEN,LAS CRUCES,CENTRO EDUCATIVO YAXTUNILHA,3A.CALLE ZONA 3,3085-4215,CARMEN NÉDITA NATARENO PADILLA,NIDIA ESTER GALICIA ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN,6ba09c5c564c
17-13-0136-46,17-026,PETEN,LAS CRUCES,CENTRO EDUCATIVO YAXTUNILHA,3RA.CALLE ZONA 3,3085-4215,CARMEN NÉDITA NATARENO PADILLA,NIDIA ESTER GALICIA ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN,f4156f239377
17-13-0137-46,17-025,PETEN,LAS CRUCES,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,ZONA 3 LAS CRUCES,4918-7080,FIDEL OMAR HERNÁNDEZ RAMÍREZ,RUTH ABIGAIL MENDEZ AGUILAR,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,6ef8526d511f
17-13-0138-46,17-026,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO ""EL BUEN PASTOR""",CASERIO RETALTECO,4012-2056,CARMEN NÉDITA NATARENO PADILLA,EDNER NEFTALÍ DE LEÓN CALMO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,c077e0310fb0
17-13-0145-46,17-025,PETEN,LAS CRUCES,"COLEGIO PRIVADO MIXTO ""SUPERA CION Y ESPERANZA""",ALDEA PALESTINA,3605-1122,FIDEL OMAR HERNÁNDEZ RAMÍREZ,MARIA CALENDELARIA GARCIA BATRES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,3672b13f2ef8
17-13-0148-46,17-025,PETEN,LAS CRUCES,COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES,"12 AV. 2DA, CALLE ZONA 1",7927-3890,FIDEL OMAR HERNÁNDEZ RAMÍREZ,PEDRO OCIEL JAIME RIVAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,a419925bad1b
17-13-0150-46,17-045,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO EL BUEN PASTOR,CASERIO RETALTECO,4012-2056,FIDEL OMAR HERNANDEZ RAMIREZ,EDNER NEFTALÍ DE LEÓN CALMO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,c077e0310fb0
17-13-0152-46,17-025,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO-JEDIMA-,CASERIO BETHANIA,4031-1962,FIDEL OMAR HERNÁNDEZ RAMÍREZ,GREYSI GUADALUPE PAZ LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,3dd9a76fac9f
17-13-0154-46,17-025,PETEN,LAS CRUCES,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO,ALDEA BETHANIA,4031-1962,FIDEL OMAR HERNÁNDEZ RAMÍREZ,GREYSI GUADALUPE PAZ LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,3fb8bb611104
17-13-0157-46,17-025,PETEN,LAS CRUCES,COLEGIO ADVENTISTA GETSEMANÍ,"1RA. CALLE 8VA. AVENIDA, ZONA 1",4072-0870,FIDEL OMAR HERNÁNDEZ RAMÍREZ,DALIDA ANAYANZA HERNANDEZ RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN,229dcaac15d7
17-14-0024-46,17-013,PETEN,EL CHAL,LICEO EDUCATIVO SALEM,CABECERA MUNICIPAL,4919-4715,BRAULIO AMILCAR CHAN TESUCUN,BEATRIZ ARMINDA ESQUIVEL RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,aee7c08a3e9b
17-14-0028-46,17-013,PETEN,EL CHAL,ESCUELA DE COMERCIO,CABECERA MUNICIPAL,4187-8066,BRAULIO AMILCAR CHAN TESUCUN,ARACELY GUTIERREZ ESQUIVEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,0c09258dffae
17-14-0032-46,17-013,PETEN,EL CHAL,"CENTRO EDUCATIVO TECNICO PORTILLO ""CETPORT""",CABECERA MUNICIPAL,5785-1111,BRAULIO AMILCAR CHAN TESUCUN,YURI ADALÍ CORNELIO RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,9403d754111f
17-14-0034-46,17-013,PETEN,EL CHAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA- INED-,CABECERA MUNICIPAL,4807-9374,BRAULIO AMILCAR CHAN TESUCUN,ERIKA YANETH BREGANZA PALACIOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,88b100b3c323
17-14-0080-46,17-013,PETEN,EL CHAL,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-,COOPERATIVA LAS FLORES,5698-4314,BRAULIO AMILCAR CHAN TESUCUN,ELVIN ALEXANDER LÓPEZ INTERIANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,0777e46555a6
17-14-0084-46,17-013,PETEN,EL CHAL,"CENTRO EDUCATIVO TÉCNICO PORTILLO ""CETPORT""",EL CHAL,5785-1111,BRAULIO AMILCAR CHAN TESUCUN,YURI ADALÍ CORNELIO RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,4b789837bc4e
17-14-0086-46,17-013,PETEN,EL CHAL,LICEO EDUCATIVO SALEM,AREA CENTRAL-EL CHAL,5889-5449,BRAULIO AMILCAR CHAN TESUCUN,BEATRIZ ARMINDA ESQUIVEL RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,77b552e9d12f
17-14-0089-46,17-013,PETEN,EL CHAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,CASERIO AGRICULTORES UNIDOS,4731-1925,BRAULIO AMILCAR CHAN TESUCUN,ABELINO CASTRO SAMAYOA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,d617e3e2e901
