CODIGO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,AREA,SECTOR,razon
00-01-0183-46,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL 'CASA CENTRAL',1A AVE. 13-63,URBANA,PRIVADO,SIN_TOKENS
00-01-0192-46,CIUDAD CAPITAL,ZONA 1,INSTITUTO PROFESIONAL DE TÉCNICAS COMERCIALES ESPECIALIZADAS IPTCE,7A AVE. 3-48,URBANA,PRIVADO,SIN_TOKENS
00-01-0205-46,CIUDAD CAPITAL,ZONA 1,"INSTITUTO NORMAL CENTRAL PARA SEÑORITAS ""BELEN""",11 AVE. 12-20,URBANA,OFICIAL,SIN_TOKENS
00-01-0208-46,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL MIXTO NOCTURNO,9A AVE. 9-27,URBANA,OFICIAL,SIN_TOKENS
00-01-0220-46,CIUDAD CAPITAL,ZONA 1,"LICEO "" FRANCES """,5A AVE. 9-80,URBANA,PRIVADO,SIN_TOKENS
00-01-0250-46,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO MONTSERRAT,15 AVE. 2-63,URBANA,PRIVADO,SIN_TOKENS
00-01-0251-46,CIUDAD CAPITAL,ZONA 1,LICEO MERCANTIL,12 AVE. 12-31,URBANA,PRIVADO,SIN_TOKENS
00-01-0254-46,CIUDAD CAPITAL,ZONA 1,"COLEGIO MIXTO ""INDO LATINO""",4A AVE. 13-35,URBANA,PRIVADO,SIN_TOKENS
00-01-0520-46,CIUDAD CAPITAL,ZONA 1,"""LICEO MONTE SINAÍ""",3A. AVE. 7-34,URBANA,PRIVADO,SIN_TOKENS
00-01-0521-46,CIUDAD CAPITAL,ZONA 1,"""LICEO MONTE SINAÍ""",3A. AVE. 7-34,URBANA,PRIVADO,SIN_TOKENS
00-01-0524-46,CIUDAD CAPITAL,ZONA 1,"""LICEO MONTE SINAÍ""",3A. AVE. 7-34,URBANA,PRIVADO,SIN_TOKENS
00-01-0587-46,CIUDAD CAPITAL,ZONA 1,"CENTRO EDUCATIVO ""MONTENEVADO""",3A. AVE. 10-29,URBANA,PRIVADO,SIN_TOKENS
00-01-0623-46,CIUDAD CAPITAL,ZONA 1,COLEGIO LOYOLA,12 AVE. 4-30,URBANA,PRIVADO,SIN_TOKENS
00-01-0824-46,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNOLÓGICO LA MISIÓN,4TA. 9-65,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
00-01-7314-46,CIUDAD CAPITAL,ZONA 1,"CENTRO DE FORMACION PREUNIVERSITARIA ""DR. REICHMANN"" (CEFPRE)",5AV. 2-43,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
00-01-7644-46,CIUDAD CAPITAL,ZONA 1,LICEO MIXTO EN COMPUTACION IXCHEL,5AV. 3-79,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
00-02-0094-46,CIUDAD CAPITAL,ZONA 2,"COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""",7A. AVE. 7-38,URBANA,PRIVADO,SIN_TOKENS
00-02-0197-46,CIUDAD CAPITAL,ZONA 2,"INSTITUTO PRIVADO MIXTO TECNOLÓGICO EXPERIMENTAL "" FEDERICO TAYLOR""",7A AVE. 4-38,URBANA,PRIVADO,SIN_TOKENS
00-02-0314-46,CIUDAD CAPITAL,ZONA 2,INSTITUTO DE ESTUDIOS COMERCIALES Y ADMINISTRATIVOS -IECA-,3A AVE. 9-00 INTERIOR FINCA EL ZAPOTE,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
00-02-0315-46,CIUDAD CAPITAL,ZONA 2,"COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""",7A AVE. 7-38,URBANA,PRIVADO,SIN_TOKENS
00-02-7736-46,CIUDAD CAPITAL,ZONA 2,COLEGIO MIXTO BILINGUE NUEVO AMANECER,13 AVE. 10-20 CIUDAD NUEVA,URBANA,PRIVADO,SIN_TOKENS
00-03-2911-46,CIUDAD CAPITAL,ZONA 3,COLEGIO EVANGELICO MIXTO 'FRANCISCO G. PENZOTTI',4A. AVE. 31-49,URBANA,PRIVADO,SIN_TOKENS
00-04-0005-46,CIUDAD CAPITAL,ZONA 4,INSTITUTO GUATEMALTECO AMERICANO-IGA-,RUTA 14-05,URBANA,PRIVADO,SIN_TOKENS
00-04-0376-46,CIUDAD CAPITAL,ZONA 4,INSTITUTO GUATEMALTECO AMERICANO -IGA-,RUTA I 4-05,URBANA,PRIVADO,SIN_TOKENS
00-05-0454-46,CIUDAD CAPITAL,ZONA 5,INSTITUTO NACIONAL DE FORMACION TECNICA,28 AVE. A 33-50,URBANA,OFICIAL,SIN_TOKENS
00-05-2214-46,CIUDAD CAPITAL,ZONA 5,LICEO GUATEMALA,10A AVE. 33-03,URBANA,PRIVADO,SIN_TOKENS
00-07-0007-46,CIUDAD CAPITAL,ZONA 7,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,38 CALLE 33-20 ZONA 7 COLONIA EL AMPARO,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
00-07-0077-46,CIUDAD CAPITAL,ZONA 7,"INSTITUTO TECNOLÓGICO EN ESTUDIOS DIVERSIFICADOS ""SAN JUAN""",31 AENIDA. 5-30 JARDINES DE TIKAL I,URBANA,PRIVADO,SIN_TOKENS
00-09-0693-46,CIUDAD CAPITAL,ZONA 9,"INSTITUTO "" MARIA AUXILIADORA """,5A AVE. 6-12,URBANA,PRIVADO,SIN_TOKENS
00-10-0775-46,CIUDAD CAPITAL,ZONA 10,MONTANO COLLEGE,6A AVE. 11-39,URBANA,PRIVADO,SIN_TOKENS
00-11-0854-46,CIUDAD CAPITAL,ZONA 11,COLEGIO ALEMAN DE GUATEMALA,"DIAGONAL 21, 19-20",URBANA,PRIVADO,SIN_TOKENS
00-12-0135-46,CIUDAD CAPITAL,ZONA 12,LICEO CANADIENSE SOCIEDAD ANONIMA,DIAGONAL 19 40-54,URBANA,PRIVADO,SIN_TOKENS
00-12-0145-46,CIUDAD CAPITAL,ZONA 12,"INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""LICDA. MATILDE ROUGE""",BOULEVARD LIBERACION 13-19,URBANA,OFICIAL,SIN_TOKENS
00-12-0147-46,CIUDAD CAPITAL,ZONA 12,"INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""LICDA. MATILDE ROUGE""",BOULEVARD LIBERACION 13-19,URBANA,OFICIAL,SIN_TOKENS
00-13-0938-46,CIUDAD CAPITAL,ZONA 13,INSTITUTO TECNICO VOCACIONAL DR. IMRICH FISCHMANN,7A AVE. 5-80,URBANA,OFICIAL,SIN_TOKENS
00-13-0940-46,CIUDAD CAPITAL,ZONA 13,INSTITUTO ADOLFO V. HALL CENTRAL,7A AVE. FINCA LA AURORA,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
00-13-0942-46,CIUDAD CAPITAL,ZONA 13,INSTITUTO EVANGELICO AMERICA LATINA,3A AVE. 1-44,URBANA,PRIVADO,SIN_TOKENS
00-13-0943-46,CIUDAD CAPITAL,ZONA 13,INSTITUTO EVANGELICO AMERICA LATINA (CURSOS DE EXTENSION),3A AVE. 1-44 (PAMPLONA),URBANA,PRIVADO,SIN_TOKENS
00-15-0985-46,CIUDAD CAPITAL,ZONA 15,COLEGIO BILINGUE VISTA HERMOSA,15 AVE. 5-50 VISTA HERMOSA III,URBANA,PRIVADO,SIN_TOKENS
00-16-0016-46,CIUDAD CAPITAL,ZONA 16,COLEGIO LOS ANGELES,"FINCA EL PULTÉ, SANTA ROSITA",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
00-16-0999-46,CIUDAD CAPITAL,ZONA 16,INSTITUTO AUSTRIACO GUATEMALTECO,BOULEVARD AUSTRIACO 23-90,URBANA,PRIVADO,SIN_TOKENS
00-16-9537-46,CIUDAD CAPITAL,ZONA 16,COLEGIO VIENA GUATEMALTECO,BOULEVARD AUSTRIACO 23-90,URBANA,PRIVADO,SIN_TOKENS
00-18-0182-46,CIUDAD CAPITAL,ZONA 18,"LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""",CA-9 NORTE (RUTA ATLNTICO) 34-05,URBANA,PRIVADO,SIN_TOKENS
00-18-0191-46,CIUDAD CAPITAL,ZONA 18,LICEO CRISTIANO CIENCIA,"DIAGONAL 25, 45-55 COLONIOA LA ESTANCIA",URBANA,PRIVADO,SIN_TOKENS
00-18-0241-46,CIUDAD CAPITAL,ZONA 18,"LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""",CA-9 NORTE (RUTA AL ATLÁNTICO) 34-05,URBANA,PRIVADO,SIN_TOKENS
00-18-0243-46,CIUDAD CAPITAL,ZONA 18,LICEO TECNOLÓGICO HOMBRE DE NAZARETH,13/02/2023,URBANA,PRIVADO,SIN_TOKENS
00-18-7878-46,CIUDAD CAPITAL,ZONA 18,LICEO JUVENIL DE COMPUTACION C.S.S,13 AVE. 13-46 LAVARREDA,URBANA,PRIVADO,SIN_TOKENS
00-21-8135-46,CIUDAD CAPITAL,ZONA 21,COLEGIO MIXTO BILINGUE 'JUVENIL AMERICANO',16 AVE. 12-29 NIMAJUYU I,URBANA,PRIVADO,SIN_TOKENS
04-01-0094-45,CHIMALTENANGO,CHIMALTENANGO,INEB,"1A. AVENIDA 1-251, LA ALAMEDA, ZONA 9",RURAL,OFICIAL,RURAL_CON_ZONA_NUM
04-01-0213-45,CHIMALTENANGO,CHIMALTENANGO,"INSTITUTO MIXTO ""VALLE DE LOS OLIVOS""","9A. CALLE 5-31, ZONA 7 MONTE LOS OLIVOS",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
04-01-0281-45,CHIMALTENANGO,CHIMALTENANGO,COLEGIO DEL FUTURO,KM. 2.5 CARRETERA A SAN MARTIN JILOTEPEQUE,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-01-0282-45,CHIMALTENANGO,CHIMALTENANGO,COLEGIO DEL FUTURO,KM. 2.5 CARRETERA A SAN MARTIN JILOTEPEQUE,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-01-0317-45,CHIMALTENANGO,CHIMALTENANGO,"INSTITUTO MIXTO ""VALLE DE LOS OLIVOS""","9A. CALLE 5-31, ZONA 7 MONTE LOS OLIVOS",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
04-01-0329-45,CHIMALTENANGO,CHIMALTENANGO,"CENTRO DE ESTUDIOS INTEGRADOS ""CEI""","1RA CALLE PASAJE 6-106 CASA ""I"", BUENA VISTA SUR, ZONA 8",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
04-01-0352-45,CHIMALTENANGO,CHIMALTENANGO,COLEGIO DEL FUTURO,KM. 2.5 CARRETERA A SAN MARTÍN JILOTEPEQUE,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-01-0353-45,CHIMALTENANGO,CHIMALTENANGO,COLEGIO DEL FUTURO,KM. 2.5 CARRETERA A SAN MARTÍN JILOTEPEQUE,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-01-2286-45,CHIMALTENANGO,CHIMALTENANGO,COLEGIO EVANGELICO MIXTO ALPHA Y OMEGA,KM.58 CARRETERA INTERAMERICANA (INTERIOR 100 METROS),URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-02-2290-45,CHIMALTENANGO,SAN JOSE POAQUIL,INSTITUTO MIXTO DE EDUCACION BASICA POR COOPERATIVA,CASERIO CHUACRUZ ALDEA PALAMA,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
04-03-0262-45,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,"LICEO TECNOLÓGICO ""SAN JOSÉ""","CASERO SANTO DOMINGO, ALDEA QUIMAL",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-05-0253-45,CHIMALTENANGO,SANTA APOLONIA,IEBC,SANTA APOLONIA,URBANA,COOPERATIVA,SIN_TOKENS
04-05-2300-45,CHIMALTENANGO,SANTA APOLONIA,CENTRO EDUCATIVO JESUS EL BUEN PASTOR,MUNICIPIO DE SANTA APOLONIA,URBANA,PRIVADO,SIN_TOKENS
04-07-2868-45,CHIMALTENANGO,PATZUN,CENTRO EDUCATIVO COMUNAL DIVINA SABIDURIA,CANTON SUR M. 8,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-08-3078-45,CHIMALTENANGO,SAN MIGUEL POCHUTA,LICEO PRIVADO POCHUTECO CAMINO AL FUTURO,SAN MIGUEL POCHUTA,URBANA,PRIVADO,SIN_TOKENS
04-09-0022-45,CHIMALTENANGO,PATZICIA,COLEGIO INTEGRAL MESOAMERICANO,KM. 69.5 CARRETERA INTERAMERICANA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-09-2773-45,CHIMALTENANGO,PATZICIA,INSTITUTO MIXTO DE EDUCACION BASICA POR COOPERATIVA 'PATZICIA',EL BOSQUE,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
04-10-0005-45,CHIMALTENANGO,SANTA CRUZ BALANYA,INEB EL MIRADOR,COLONIA EL MIRADOR,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
04-10-0452-45,CHIMALTENANGO,SANTA CRUZ BALANYA,INSTITUTO DE EDUCACIÓN BÁSICA POR COOPERATIVA,CANTON LA LIBERTAD,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
04-10-2281-45,CHIMALTENANGO,SANTA CRUZ BALANYA,COLEGIO EVANGELICO FILADELFIA,CANTON EL PROGRESO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-10-3042-45,CHIMALTENANGO,SANTA CRUZ BALANYA,CENTRO EDUCATIVO NUEVO AMANECER,CANTON LA LIBERTAD,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-10-3185-45,CHIMALTENANGO,SANTA CRUZ BALANYA,INSTITUTO MUNICIPAL DE EDUCACION BASICA CON ORIENTACION A LA COMPUTACION,CANTÓN LA INDEPENDENCIA,URBANA,MUNICIPAL,URBANA_SIN_EVIDENCIA
04-11-0007-45,CHIMALTENANGO,ACATENANGO,COLEGIO PARROQUIAL MIXTO NUESTRA SEÑORA DE FATIMA,ACATENANGO,URBANA,PRIVADO,SIN_TOKENS
04-11-2177-45,CHIMALTENANGO,ACATENANGO,IEBC,ALDEA SAN ANTONIO NEJAPA,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
04-11-2305-45,CHIMALTENANGO,ACATENANGO,COLEGIO INTEGRAL MIXTO EVANGELICO EBEN-EZER,MUNICIPIO DE ACATENANGO,URBANA,PRIVADO,SIN_TOKENS
04-12-0029-45,CHIMALTENANGO,SAN PEDRO YEPOCAPA,COLEGIO EVANGELICO SINAI,"PRIMER CANTÓN, VILLA DE SAN PEDRO",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-12-0045-45,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,PRIMER CANTÓN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-12-0052-45,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,PRIMER CANTÓN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-12-0054-45,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,PRIMER CANTON,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-12-0058-45,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,PRIMER CANTÓN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-12-0062-45,CHIMALTENANGO,SAN PEDRO YEPOCAPA,CENTRO EDUCATIVO SANTA SOFÍA,02/01/2023,RURAL,PRIVADO,SIN_TOKENS
04-12-0488-45,CHIMALTENANGO,SAN PEDRO YEPOCAPA,IEBC DE ENSEÑANZA,ALDEA BUENA VISTA I,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
04-12-0632-45,CHIMALTENANGO,SAN PEDRO YEPOCAPA,IEBC 'YEPOCAPA 91',CANTON TERCERO,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
04-12-2545-45,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PARROQUIAL MIXTO 'CORAZON DE MARIA',CANTON TERCERO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-0003-45,CHIMALTENANGO,SAN ANDRES ITZAPA,INEB 25 DE JUNIO,CANTON SAN CRISTOBAL EL LLANO,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
04-13-0025-45,CHIMALTENANGO,SAN ANDRES ITZAPA,COLEGIO CIENTÍFICO INTEGRAL ITZAPECO,CANTÓN SAN CRISTOBAL,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-0028-45,CHIMALTENANGO,SAN ANDRES ITZAPA,LICEO CIENTÍFICO GUATEMALTECO EN ARTE Y TECNOLOGÍA,CANTÓN SAN LORENZO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-0032-45,CHIMALTENANGO,SAN ANDRES ITZAPA,LICEO CIENTÍFICO GUATEMALTECO EN ARTE Y TECNOLOGÍA,CANTON SAN LORENZO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-0034-45,CHIMALTENANGO,SAN ANDRES ITZAPA,LICEO CIENTÍFICO GUATEMALTECO EN ARTE Y TECNOLOGÍA,CANTÓN SAN LORENZO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-0036-45,CHIMALTENANGO,SAN ANDRES ITZAPA,LICEO CAMPO ALEGRE,CANTÓN SAN PEDRO Y SAN PABLO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-0038-45,CHIMALTENANGO,SAN ANDRES ITZAPA,LICEO CIENTÍFICO GUATEMALTECO EN ARTE Y TECNOLOGÍA,CANTON SAN LORENZO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-0041-45,CHIMALTENANGO,SAN ANDRES ITZAPA,CENTRO EDUCATIVO SHAMMAH CHRISTIAN SCHOOL,KM 60 CARRETERA A SAN ANDRÉS ITZAPA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-13-0501-45,CHIMALTENANGO,SAN ANDRES ITZAPA,INSTITUTO MIXTO DE EDUCACIÓN BÁSICA POR COOPERATIVA DE ENSEÑANZA PROFESOR FLAVIO ELIAS MEZA CORTEZ,CANTON SAN LORENZO,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
04-13-2097-45,CHIMALTENANGO,SAN ANDRES ITZAPA,COLEGIO PRIVADO MIXTO SAN ANDRES,CANTON SAN LORENZO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-2877-45,CHIMALTENANGO,SAN ANDRES ITZAPA,LICEO CAMPO ALEGRE,CANTON SAN PEDRO Y SAN PABLO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-2890-45,CHIMALTENANGO,SAN ANDRES ITZAPA,INSTITUTO MIXTO DE EDUCACIÓN BÁSICA POR COOPERATIVA BILINGÜE INTERCULTURAL,CANTÓN SAN PEDRO Y SAN PABLO,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
04-13-3234-45,CHIMALTENANGO,SAN ANDRES ITZAPA,LICEO CAMPO ALEGRE,CANTON SAN PEDRO Y SAN PABLO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-14-0003-45,CHIMALTENANGO,PARRAMOS,LICEO CRISTIANO HEBRON,CANTON LA PAZ,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-14-0005-45,CHIMALTENANGO,PARRAMOS,COLEGIO BILINGÜE EN COMPUTACIÓN SAN BERNABÉ,"KILÓMETRO 63 CARRETERA A SAN PEDRO YEPOCAPA, ALDEA SAN BERNABÉ",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-14-0027-45,CHIMALTENANGO,PARRAMOS,COLEGIO CRISTIANO LOS BRAZOS DE JESUS,CANTON LA UNION,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-14-0034-45,CHIMALTENANGO,PARRAMOS,"COLEGIO CRISTIANO ""LOS BRAZOS DE JESÚS""",CANTÓN LA UNIÓN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-14-0508-45,CHIMALTENANGO,PARRAMOS,IEBC,CANTON LA UNION,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
04-14-2355-45,CHIMALTENANGO,PARRAMOS,INSTITUTO PARTICULAR MIXTO NOCTURNO DE EDUCACION BASICA,CANTON LA UNION,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-15-0526-45,CHIMALTENANGO,ZARAGOZA,IEBC DE ENSEÑANZA 'LIC. CARLOS ABILIO GIRON NORIEGA',CANTON EL SALITRE,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
04-16-0033-45,CHIMALTENANGO,EL TEJAR,"COLEGIO MIXTO EN COMPUTACIÓN ""MORAZAN""",CALLE REAL BARRIO LA CUESTECITA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
04-16-0595-45,CHIMALTENANGO,EL TEJAR,INEB CON ORIENTACION INDUSTRIAL,LOMAS EL PERICON,URBANA,OFICIAL,SIN_TOKENS
04-01-0093-46,CHIMALTENANGO,CHIMALTENANGO,ESCUELA NORMAL DE EDUCACION FISICA,"INTERIOR DE LA ESCUELA NORMAL RURAL ""PEDRO MOLINA"", LA ALAMEDA",RURAL,OFICIAL,SIN_TOKENS
04-01-0287-46,CHIMALTENANGO,CHIMALTENANGO,COLEGIO DEL FUTURO,KM. 2.5 CARRETERA A SAN MARTIN JILOTEPEQUE,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-01-0288-46,CHIMALTENANGO,CHIMALTENANGO,COLEGIO DEL FUTURO,KM. 2.5 CARRETERA A SAN MARTÍN JILOTEPEQUE,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-01-0330-46,CHIMALTENANGO,CHIMALTENANGO,"CENTRO DE ESTUDIOS INTEGRADOS ""CEI""","1RA CALLE PASAJE 6-106 CASA ""I"", BUENA VISTA SUR, ZONA 8",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
04-01-0354-46,CHIMALTENANGO,CHIMALTENANGO,COLEGIO DEL FUTURO,KM. 2.5 CARRETERA A SAN MARTÍN JILOTEPEQUE,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-01-0355-46,CHIMALTENANGO,CHIMALTENANGO,COLEGIO DEL FUTURO,KM. 2.5 CARRETERA A SAN MARTÍN JILOTEPEQUE,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-01-2287-46,CHIMALTENANGO,CHIMALTENANGO,COLEGIO EVANGELICO MIXTO ALPHA Y OMEGA,KM. 58 CARRETERA INTERAMERICANA (INTERIOR 100 METROS),URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-03-0204-46,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,"LICEO CRISTIANO ""JERUSALEN""",SAN MARTÍN JILOTEPEQUE,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-03-0259-46,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,"COLEGIO EVANGELICO MIXTO ""GETSEMANI""",02/01/2024,URBANA,PRIVADO,SIN_TOKENS
04-08-0005-46,CHIMALTENANGO,SAN MIGUEL POCHUTA,INSTITUTO MUNICIPAL DE DIVERSIFICADO POCHUTA CENTENARIO,SAN MIGUEL POCHUTA,URBANA,MUNICIPAL,SIN_TOKENS
04-08-0006-46,CHIMALTENANGO,SAN MIGUEL POCHUTA,"INSTITUTO MUNICIPAL DE DIVERSIFICADO ""POCHUTA CENTENARIO""",SAN MIGUEL POCHUTA,URBANA,MUNICIPAL,SIN_TOKENS
04-08-2755-46,CHIMALTENANGO,SAN MIGUEL POCHUTA,LICEO PRIVADO POCHUTECO CAMINO AL FUTURO,MUNICIPIO DE SAN MIGUEL POCHUTA,URBANA,PRIVADO,SIN_TOKENS
04-08-3079-46,CHIMALTENANGO,SAN MIGUEL POCHUTA,LICEO PRIVADO POCHUTECO CAMINO AL FUTURO,SAN MIGUEL POCHUTA,URBANA,PRIVADO,SIN_TOKENS
04-09-0007-46,CHIMALTENANGO,PATZICIA,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""PROFESORA AURA IRMA MENESES DE RAMIREZ""",EL BOSQUE,URBANA,OFICIAL,LONGITUD_INSUFICIENTE
04-09-0023-46,CHIMALTENANGO,PATZICIA,COLEGIO INTEGRAL MESOAMERICANO,KM. 69.5 CARRETERA INTERAMERICANA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-09-0024-46,CHIMALTENANGO,PATZICIA,COLEGIO INTEGRAL MESOAMERICANO,KM. 69.5 CARRETERA INTERAMERICANA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
04-10-0006-46,CHIMALTENANGO,SANTA CRUZ BALANYA,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""CARLOS EMILIO LEONARDO""",CANTON EL PROGRESO,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
04-12-0042-46,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,PRIMER CANTÓN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-12-0043-46,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,PRIMER CANTÓN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-12-0044-46,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,PRIMER CANTÓN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-12-0051-46,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,PRIMER CANTÓN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-12-0055-46,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,PRIMER CANTON,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-12-0059-46,CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,PRIMER CANTÓN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-0005-46,CHIMALTENANGO,SAN ANDRES ITZAPA,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""ITZAPA""",CANTON SAN LORENZO,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
04-13-0016-46,CHIMALTENANGO,SAN ANDRES ITZAPA,LICEO CAMPO ALEGRE,CANTÓN SAN PEDRO Y SAN PABLO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-0022-46,CHIMALTENANGO,SAN ANDRES ITZAPA,COLEGIO PRIVADO MIXTO SAN ANDRES,CANTON SAN LORENZO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
04-13-0029-46,CHIMALTENANGO,SAN ANDRES ITZAPA,LICEO CIENTÍFICO GUATEMALTECO EN ARTE Y TECNOLOGÍA,CANTÓN SAN LORENZO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
